MOFED version '4.9-2.2.6' not available in this container.
No matching alternate version found.
STGCN(
  (initial_stconv): st_gcn(
    (gcn): GCNConv(512, 512)
    (tcn): Sequential(
      (0): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (1): ReLU(inplace=True)
      (2): Conv1d(128, 128, kernel_size=(13,), stride=(1,), padding=(6,))
      (3): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (4): Dropout(p=0, inplace=True)
    )
    (relu): ReLU(inplace=True)
  )
  (stconv1): st_gcn(
    (gcn): GCNConv(512, 512)
    (tcn): Sequential(
      (0): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (1): ReLU(inplace=True)
      (2): Conv1d(128, 128, kernel_size=(13,), stride=(1,), padding=(6,))
      (3): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (4): Dropout(p=0, inplace=True)
    )
    (relu): ReLU(inplace=True)
  )
  (stconv2): st_gcn(
    (gcn): GCNConv(512, 512)
    (tcn): Sequential(
      (0): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (1): ReLU(inplace=True)
      (2): Conv1d(128, 128, kernel_size=(13,), stride=(1,), padding=(6,))
      (3): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (4): Dropout(p=0, inplace=True)
    )
    (relu): ReLU(inplace=True)
  )
  (stconv3): st_gcn(
    (gcn): GCNConv(512, 512)
    (tcn): Sequential(
      (0): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (1): ReLU(inplace=True)
      (2): Conv1d(128, 128, kernel_size=(13,), stride=(1,), padding=(6,))
      (3): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (4): Dropout(p=0, inplace=True)
    )
    (relu): ReLU(inplace=True)
  )
  (out): Linear(512, 4, bias=True)
)
Number of parameters:  1907204

Epoch: 000, Loss: 1.3954, Train Acc: 0.2000, Val Acc: 0.2400
Epoch: 001, Loss: 1.4166, Train Acc: 0.1733, Val Acc: 0.2400
Epoch: 002, Loss: 1.3362, Train Acc: 0.2067, Val Acc: 0.2400
Epoch: 003, Loss: 1.3949, Train Acc: 0.2000, Val Acc: 0.2400
Epoch: 004, Loss: 1.4546, Train Acc: 0.2267, Val Acc: 0.2400
Epoch: 005, Loss: 1.3785, Train Acc: 0.1800, Val Acc: 0.2400
Epoch: 006, Loss: 1.3967, Train Acc: 0.2067, Val Acc: 0.2400
Epoch: 007, Loss: 1.4276, Train Acc: 0.1667, Val Acc: 0.2400
Epoch: 008, Loss: 1.4074, Train Acc: 0.2067, Val Acc: 0.2400
Epoch: 009, Loss: 1.4098, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 010, Loss: 1.4071, Train Acc: 0.2267, Val Acc: 0.2400
Epoch: 011, Loss: 1.4200, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 012, Loss: 1.3879, Train Acc: 0.1933, Val Acc: 0.2400
Epoch: 013, Loss: 1.3956, Train Acc: 0.2333, Val Acc: 0.2400
Epoch: 014, Loss: 1.3957, Train Acc: 0.2333, Val Acc: 0.2400
Epoch: 015, Loss: 1.3738, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 016, Loss: 1.3501, Train Acc: 0.2200, Val Acc: 0.2000
Epoch: 017, Loss: 1.4084, Train Acc: 0.2333, Val Acc: 0.2800
Epoch: 018, Loss: 1.3644, Train Acc: 0.1667, Val Acc: 0.2800
Epoch: 019, Loss: 1.3862, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 020, Loss: 1.4094, Train Acc: 0.2333, Val Acc: 0.2400
Epoch: 021, Loss: 1.3857, Train Acc: 0.2533, Val Acc: 0.3200
Epoch: 022, Loss: 1.4004, Train Acc: 0.2267, Val Acc: 0.2400
Epoch: 023, Loss: 1.3985, Train Acc: 0.2333, Val Acc: 0.2800
Epoch: 024, Loss: 1.4300, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 025, Loss: 1.3706, Train Acc: 0.1867, Val Acc: 0.2800
Epoch: 026, Loss: 1.4344, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 027, Loss: 1.3981, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 028, Loss: 1.4170, Train Acc: 0.2000, Val Acc: 0.2400
Epoch: 029, Loss: 1.4373, Train Acc: 0.2733, Val Acc: 0.2400
Epoch: 030, Loss: 1.4236, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 031, Loss: 1.3887, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 032, Loss: 1.4159, Train Acc: 0.1867, Val Acc: 0.2400
Epoch: 033, Loss: 1.3685, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 034, Loss: 1.3980, Train Acc: 0.1800, Val Acc: 0.2400
Epoch: 035, Loss: 1.4148, Train Acc: 0.2267, Val Acc: 0.2400
Epoch: 036, Loss: 1.3982, Train Acc: 0.3000, Val Acc: 0.2400
Epoch: 037, Loss: 1.4397, Train Acc: 0.2067, Val Acc: 0.2800
Epoch: 038, Loss: 1.2952, Train Acc: 0.2600, Val Acc: 0.2400
Epoch: 039, Loss: 1.4030, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 040, Loss: 1.3952, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 041, Loss: 1.3724, Train Acc: 0.2133, Val Acc: 0.2000
Epoch: 042, Loss: 1.3955, Train Acc: 0.2133, Val Acc: 0.3200
Epoch: 043, Loss: 1.3778, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 044, Loss: 1.4226, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 045, Loss: 1.4273, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 046, Loss: 1.4147, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 047, Loss: 1.4273, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 048, Loss: 1.3722, Train Acc: 0.1933, Val Acc: 0.2400
Epoch: 049, Loss: 1.3910, Train Acc: 0.2600, Val Acc: 0.1600
Epoch: 050, Loss: 1.4178, Train Acc: 0.2600, Val Acc: 0.2800
Epoch: 051, Loss: 1.4085, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 052, Loss: 1.3638, Train Acc: 0.2333, Val Acc: 0.2400
Epoch: 053, Loss: 1.4573, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 054, Loss: 1.4428, Train Acc: 0.2400, Val Acc: 0.1600
Epoch: 055, Loss: 1.4517, Train Acc: 0.2600, Val Acc: 0.2800
Epoch: 056, Loss: 1.3978, Train Acc: 0.2600, Val Acc: 0.2000
Epoch: 057, Loss: 1.4062, Train Acc: 0.2400, Val Acc: 0.2000
Epoch: 058, Loss: 1.3997, Train Acc: 0.2133, Val Acc: 0.2400
Epoch: 059, Loss: 1.4045, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 060, Loss: 1.4420, Train Acc: 0.2000, Val Acc: 0.2400
Epoch: 061, Loss: 1.3802, Train Acc: 0.2533, Val Acc: 0.1600
Epoch: 062, Loss: 1.4173, Train Acc: 0.2000, Val Acc: 0.2400
Epoch: 063, Loss: 1.4215, Train Acc: 0.2467, Val Acc: 0.2800
Epoch: 064, Loss: 1.3696, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 065, Loss: 1.4107, Train Acc: 0.2333, Val Acc: 0.2400
Epoch: 066, Loss: 1.3716, Train Acc: 0.2200, Val Acc: 0.3200
Epoch: 067, Loss: 1.3624, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 068, Loss: 1.4008, Train Acc: 0.2467, Val Acc: 0.2400
Epoch: 069, Loss: 1.3975, Train Acc: 0.2467, Val Acc: 0.2400
Epoch: 070, Loss: 1.3303, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 071, Loss: 1.4017, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 072, Loss: 1.4248, Train Acc: 0.2733, Val Acc: 0.2400
Epoch: 073, Loss: 1.3992, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 074, Loss: 1.4268, Train Acc: 0.2600, Val Acc: 0.2400
Epoch: 075, Loss: 1.4059, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 076, Loss: 1.3600, Train Acc: 0.2467, Val Acc: 0.2400
Epoch: 077, Loss: 1.3558, Train Acc: 0.2467, Val Acc: 0.3200
Epoch: 078, Loss: 1.3975, Train Acc: 0.3000, Val Acc: 0.2400
Epoch: 079, Loss: 1.3909, Train Acc: 0.2733, Val Acc: 0.2400
Epoch: 080, Loss: 1.3821, Train Acc: 0.3000, Val Acc: 0.2400
Epoch: 081, Loss: 1.3768, Train Acc: 0.2133, Val Acc: 0.2400
Epoch: 082, Loss: 1.3549, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 083, Loss: 1.3648, Train Acc: 0.1800, Val Acc: 0.2800
Epoch: 084, Loss: 1.3848, Train Acc: 0.2800, Val Acc: 0.2400
Epoch: 085, Loss: 1.3690, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 086, Loss: 1.4006, Train Acc: 0.2333, Val Acc: 0.2400
Epoch: 087, Loss: 1.3568, Train Acc: 0.2267, Val Acc: 0.2400
Epoch: 088, Loss: 1.3953, Train Acc: 0.2467, Val Acc: 0.2400
Epoch: 089, Loss: 1.4486, Train Acc: 0.2733, Val Acc: 0.2000
Epoch: 090, Loss: 1.4076, Train Acc: 0.2333, Val Acc: 0.2400
Epoch: 091, Loss: 1.3803, Train Acc: 0.2800, Val Acc: 0.2400
Epoch: 092, Loss: 1.3721, Train Acc: 0.3200, Val Acc: 0.2400
Epoch: 093, Loss: 1.3819, Train Acc: 0.2667, Val Acc: 0.2800
Epoch: 094, Loss: 1.3815, Train Acc: 0.2133, Val Acc: 0.2400
Epoch: 095, Loss: 1.3690, Train Acc: 0.2400, Val Acc: 0.2400
Epoch: 096, Loss: 1.4006, Train Acc: 0.2733, Val Acc: 0.2400
Epoch: 097, Loss: 1.3622, Train Acc: 0.2467, Val Acc: 0.2800
Epoch: 098, Loss: 1.4093, Train Acc: 0.2400, Val Acc: 0.3200
Epoch: 099, Loss: 1.4099, Train Acc: 0.2600, Val Acc: 0.2000
Epoch: 100, Loss: 1.3763, Train Acc: 0.2800, Val Acc: 0.2000
Epoch: 101, Loss: 1.3832, Train Acc: 0.3000, Val Acc: 0.2800
Epoch: 102, Loss: 1.3814, Train Acc: 0.2267, Val Acc: 0.2400
Epoch: 103, Loss: 1.3634, Train Acc: 0.2267, Val Acc: 0.1600
Epoch: 104, Loss: 1.4443, Train Acc: 0.1867, Val Acc: 0.2000
Epoch: 105, Loss: 1.4004, Train Acc: 0.1933, Val Acc: 0.2400
Epoch: 106, Loss: 1.3920, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 107, Loss: 1.3797, Train Acc: 0.2733, Val Acc: 0.2400
Epoch: 108, Loss: 1.3929, Train Acc: 0.2733, Val Acc: 0.2800
Epoch: 109, Loss: 1.3620, Train Acc: 0.2133, Val Acc: 0.2400
Epoch: 110, Loss: 1.3554, Train Acc: 0.2467, Val Acc: 0.2400
Epoch: 111, Loss: 1.3592, Train Acc: 0.3133, Val Acc: 0.2400
Epoch: 112, Loss: 1.3667, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 113, Loss: 1.3991, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 114, Loss: 1.3567, Train Acc: 0.2600, Val Acc: 0.2000
Epoch: 115, Loss: 1.3973, Train Acc: 0.2467, Val Acc: 0.3200
Epoch: 116, Loss: 1.3955, Train Acc: 0.2467, Val Acc: 0.2400
Epoch: 117, Loss: 1.3651, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 118, Loss: 1.3545, Train Acc: 0.2800, Val Acc: 0.2000
Epoch: 119, Loss: 1.4103, Train Acc: 0.3067, Val Acc: 0.2400
Epoch: 120, Loss: 1.3887, Train Acc: 0.2733, Val Acc: 0.2400
Epoch: 121, Loss: 1.3335, Train Acc: 0.2667, Val Acc: 0.2400
Epoch: 122, Loss: 1.4200, Train Acc: 0.2867, Val Acc: 0.2400
Epoch: 123, Loss: 1.4191, Train Acc: 0.2933, Val Acc: 0.2400
Epoch: 124, Loss: 1.3943, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 125, Loss: 1.4110, Train Acc: 0.2467, Val Acc: 0.2400
