MOFED version '4.9-2.2.6' not available in this container.
No matching alternate version found.
GAT(
  (initial_gat): GATv2Conv(512, 512, heads=8)
  (gat1): GATv2Conv(4096, 512, heads=8)
  (gat2): GATv2Conv(4096, 512, heads=8)
  (gat3): GATv2Conv(4096, 512, heads=8)
  (gat4): GATv2Conv(4096, 512, heads=8)
  (gat5): GATv2Conv(4096, 512, heads=8)
  (gat6): GATv2Conv(4096, 512, heads=8)
  (gat7): GATv2Conv(4096, 512, heads=8)
  (out): Linear(512, 4, bias=True)
)
Number of parameters:  239208452

Epoch: 000, Loss: 1.3946, Train Acc: 0.1733, Val Acc: 0.2400
Epoch: 001, Loss: 1.4011, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 002, Loss: 1.3824, Train Acc: 0.2067, Val Acc: 0.2400
Epoch: 003, Loss: 1.4128, Train Acc: 0.2000, Val Acc: 0.2400
Epoch: 004, Loss: 1.3851, Train Acc: 0.2267, Val Acc: 0.2400
Epoch: 005, Loss: 1.4102, Train Acc: 0.2600, Val Acc: 0.3200
Epoch: 006, Loss: 1.4130, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 007, Loss: 1.3616, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 008, Loss: 1.3952, Train Acc: 0.2200, Val Acc: 0.2800
Epoch: 009, Loss: 1.3728, Train Acc: 0.2467, Val Acc: 0.2800
Epoch: 010, Loss: 1.3613, Train Acc: 0.2133, Val Acc: 0.2400
Epoch: 011, Loss: 1.4088, Train Acc: 0.2200, Val Acc: 0.2400
Epoch: 012, Loss: 1.3634, Train Acc: 0.2467, Val Acc: 0.2400
Epoch: 013, Loss: 1.4049, Train Acc: 0.2533, Val Acc: 0.2400
Epoch: 014, Loss: 1.4108, Train Acc: 0.2133, Val Acc: 0.1600
Epoch: 015, Loss: 1.4260, Train Acc: 0.2600, Val Acc: 0.2400
Epoch: 016, Loss: 1.4220, Train Acc: 0.2133, Val Acc: 0.2800
Epoch: 017, Loss: 1.4303, Train Acc: 0.1867, Val Acc: 0.2800
